SeglingFNStart,SeglingStartDag,SeglingStartTid,SeglingPeriod,StartDagCtr,StartVeckodag,StartDag,StartAr,StartVH,StartFNTid,UrvalStartTid,TmpRegatta,TmpOrganizer,TmpRace,TmpRegattaName
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
147,09/02/11 00:00:00,12:00-20:00,48,147,Fre,09/02/11 00:00:00,2011,H,1,12:00-20:00,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
153,09/03/11 00:00:00,11:30-12:00,24,153,Lör,09/03/11 00:00:00,2011,H,6,16:00-16:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
146,09/03/11 00:00:00,07:00-07:30,12,146,Lör,09/03/11 00:00:00,2011,H,3,07:00-07:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
147,09/02/11 00:00:00,12:00-20:00,48,147,Fre,09/02/11 00:00:00,2011,H,1,12:00-20:00,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
146,09/03/11 00:00:00,07:00-07:30,12,146,Lör,09/03/11 00:00:00,2011,H,3,07:00-07:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
146,09/03/11 00:00:00,07:00-07:30,12,146,Lör,09/03/11 00:00:00,2011,H,3,07:00-07:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
147,09/02/11 00:00:00,12:00-20:00,48,147,Fre,09/02/11 00:00:00,2011,H,1,12:00-20:00,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
146,09/03/11 00:00:00,07:00-07:30,12,146,Lör,09/03/11 00:00:00,2011,H,3,07:00-07:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
154,09/03/11 00:00:00,06:30-07:00,12,154,Lör,09/03/11 00:00:00,2011,H,7,06:30-07:00,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
146,09/03/11 00:00:00,07:00-07:30,12,146,Lör,09/03/11 00:00:00,2011,H,3,07:00-07:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
145,09/03/11 00:00:00,12:00-12:30,24,145,Lör,09/03/11 00:00:00,2011,H,2,12:00-12:30,Sthlm-2011H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2011 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
157,06/01/12 00:00:00,12:00-20:00,48,157,Fre,06/01/12 00:00:00,2012,V,1,12:00-20:00,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
156,06/02/12 00:00:00,07:00-07:30,12,156,Lör,06/02/12 00:00:00,2012,V,3,07:00-07:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
157,06/01/12 00:00:00,12:00-20:00,48,157,Fre,06/01/12 00:00:00,2012,V,1,12:00-20:00,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
156,06/02/12 00:00:00,07:00-07:30,12,156,Lör,06/02/12 00:00:00,2012,V,3,07:00-07:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
156,06/02/12 00:00:00,07:00-07:30,12,156,Lör,06/02/12 00:00:00,2012,V,3,07:00-07:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
157,06/01/12 00:00:00,12:00-20:00,48,157,Fre,06/01/12 00:00:00,2012,V,1,12:00-20:00,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
157,06/01/12 00:00:00,12:00-20:00,48,157,Fre,06/01/12 00:00:00,2012,V,1,12:00-20:00,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
158,05/31/12 00:00:00,12:00-20:00,72,158,Tors,05/31/12 00:00:00,2012,V,1,12:00-20:00,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
156,06/02/12 00:00:00,07:00-07:30,12,156,Lör,06/02/12 00:00:00,2012,V,3,07:00-07:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
156,06/02/12 00:00:00,07:00-07:30,12,156,Lör,06/02/12 00:00:00,2012,V,3,07:00-07:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
158,05/31/12 00:00:00,12:00-20:00,72,158,Tors,05/31/12 00:00:00,2012,V,1,12:00-20:00,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
156,06/02/12 00:00:00,07:00-07:30,12,156,Lör,06/02/12 00:00:00,2012,V,3,07:00-07:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,24,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
156,06/02/12 00:00:00,07:00-07:30,12,156,Lör,06/02/12 00:00:00,2012,V,3,07:00-07:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
155,06/02/12 00:00:00,12:00-12:30,12,155,Lör,06/02/12 00:00:00,2012,V,2,12:00-12:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
157,06/01/12 00:00:00,12:00-20:00,48,157,Fre,06/01/12 00:00:00,2012,V,1,12:00-20:00,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
162,06/09/12 00:00:00,07:00-07:30,12,162,Lör,06/09/12 00:00:00,2012,V,3,07:00-07:30,Sthlm-2012V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2012 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
164,09/01/12 00:00:00,07:00-07:30,12,164,Lör,09/01/12 00:00:00,2012,H,3,07:00-07:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
164,09/01/12 00:00:00,07:00-07:30,12,164,Lör,09/01/12 00:00:00,2012,H,3,07:00-07:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
166,08/31/12 00:00:00,12:00-20:00,48,166,Fre,08/31/12 00:00:00,2012,H,1,12:00-20:00,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
164,09/01/12 00:00:00,07:00-07:30,12,164,Lör,09/01/12 00:00:00,2012,H,3,07:00-07:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
164,09/01/12 00:00:00,07:00-07:30,12,164,Lör,09/01/12 00:00:00,2012,H,3,07:00-07:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
166,08/31/12 00:00:00,12:00-20:00,48,166,Fre,08/31/12 00:00:00,2012,H,1,12:00-20:00,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
164,09/01/12 00:00:00,07:00-07:30,12,164,Lör,09/01/12 00:00:00,2012,H,3,07:00-07:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
173,05/30/13 00:00:00,12:00-20:00,72,173,Tors,05/30/13 00:00:00,2013,V,1,12:00-20:00,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
170,06/01/13 00:00:00,07:00-07:30,12,170,Lör,06/01/13 00:00:00,2013,V,3,07:00-07:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
172,05/31/13 00:00:00,12:00-20:00,48,172,Fre,05/31/13 00:00:00,2013,V,1,12:00-20:00,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
170,06/01/13 00:00:00,07:00-07:30,12,170,Lör,06/01/13 00:00:00,2013,V,3,07:00-07:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
172,05/31/13 00:00:00,12:00-20:00,48,172,Fre,05/31/13 00:00:00,2013,V,1,12:00-20:00,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
170,06/01/13 00:00:00,07:00-07:30,12,170,Lör,06/01/13 00:00:00,2013,V,3,07:00-07:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
172,05/31/13 00:00:00,12:00-20:00,48,172,Fre,05/31/13 00:00:00,2013,V,1,12:00-20:00,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
170,06/01/13 00:00:00,07:00-07:30,12,170,Lör,06/01/13 00:00:00,2013,V,3,07:00-07:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
170,06/01/13 00:00:00,12:00-12:30,24,170,Lör,06/01/13 00:00:00,2013,V,3,07:00-07:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
170,06/01/13 00:00:00,07:00-07:30,12,170,Lör,06/01/13 00:00:00,2013,V,3,07:00-07:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
178,08/29/13 00:00:00,12:00-16:00,48,178,Tors,08/29/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
180,08/31/13 00:00:00,12:00-16:00,24,180,Lör,08/31/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
179,08/30/13 00:00:00,12:00-16:00,48,179,Fre,08/30/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
180,08/31/13 00:00:00,12:00-16:00,24,180,Lör,08/31/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
179,08/30/13 00:00:00,12:00-16:00,24,179,Fre,08/30/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
180,08/31/13 00:00:00,12:00-16:00,24,180,Lör,08/31/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
179,08/30/13 00:00:00,12:00-16:00,24,179,Fre,08/30/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
180,08/31/13 00:00:00,12:00-16:00,24,180,Lör,08/31/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
182,08/31/13 00:00:00,06:00-07:30,12,182,Lör,08/31/13 00:00:00,2013,H,8,05:00-06:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
180,08/31/13 00:00:00,12:00-16:00,24,180,Lör,08/31/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
179,08/30/13 00:00:00,12:00-16:00,24,179,Fre,08/30/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
180,08/31/13 00:00:00,12:00-16:00,24,180,Lör,08/31/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
182,08/31/13 00:00:00,06:00-07:30,12,182,Lör,08/31/13 00:00:00,2013,H,8,05:00-06:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
179,08/30/13 00:00:00,12:00-16:00,48,179,Fre,08/30/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
179,08/30/13 00:00:00,12:00-16:00,24,179,Fre,08/30/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
164,09/01/12 00:00:00,07:00-07:30,12,164,Lör,09/01/12 00:00:00,2012,H,3,07:00-07:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
165,09/01/12 00:00:00,12:00-12:30,24,165,Lör,09/01/12 00:00:00,2012,H,2,12:00-12:30,Sthlm-2012H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2012 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
172,05/31/13 00:00:00,12:00-20:00,48,172,Fre,05/31/13 00:00:00,2013,V,1,12:00-20:00,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
170,06/01/13 00:00:00,07:00-07:30,12,170,Lör,06/01/13 00:00:00,2013,V,3,07:00-07:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
171,06/01/13 00:00:00,12:00-12:30,24,171,Lör,06/01/13 00:00:00,2013,V,2,12:00-12:30,Sthlm-2013V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2013 i Stockholm
180,08/31/13 00:00:00,12:00-16:00,24,180,Lör,08/31/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
179,08/30/13 00:00:00,12:00-16:00,24,179,Fre,08/30/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
180,08/31/13 00:00:00,12:00-16:00,24,180,Lör,08/31/13 00:00:00,2013,H,9,12:00-16:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
182,08/31/13 00:00:00,06:00-07:30,12,182,Lör,08/31/13 00:00:00,2013,H,8,05:00-06:00,Sthlm-2013H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2013 i Stockholm
193,05/31/14 00:00:00,12:00-12:30,24,193,Lör,05/31/14 00:00:00,2014,V,2,12:00-12:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
186,05/29/14 00:00:00,12:00-16:30,48,186,Tors,05/29/14 00:00:00,2014,V,5,12:00-16:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
191,05/29/14 00:00:00,12:00-20:00,72,191,Tors,05/29/14 00:00:00,2014,V,1,12:00-20:00,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
186,05/29/14 00:00:00,12:00-16:30,48,186,Tors,05/29/14 00:00:00,2014,V,5,12:00-16:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
187,05/30/14 00:00:00,16:00-16:30,24,187,Fre,05/30/14 00:00:00,2014,V,6,16:00-16:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
188,05/31/14 00:00:00,06:00-06:00,12,188,Lör,05/31/14 00:00:00,2014,V,8,05:00-06:00,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
193,05/31/14 00:00:00,12:00-12:30,24,193,Lör,05/31/14 00:00:00,2014,V,2,12:00-12:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
187,05/30/14 00:00:00,16:00-16:30,24,187,Fre,05/30/14 00:00:00,2014,V,6,16:00-16:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
193,05/31/14 00:00:00,12:00-12:30,24,193,Lör,05/31/14 00:00:00,2014,V,2,12:00-12:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
187,05/30/14 00:00:00,16:00-16:30,24,187,Fre,05/30/14 00:00:00,2014,V,6,16:00-16:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
193,05/31/14 00:00:00,12:00-12:30,24,193,Lör,05/31/14 00:00:00,2014,V,2,12:00-12:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
186,05/29/14 00:00:00,12:00-16:30,48,186,Tors,05/29/14 00:00:00,2014,V,5,12:00-16:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
193,05/31/14 00:00:00,12:00-12:30,24,193,Lör,05/31/14 00:00:00,2014,V,2,12:00-12:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
194,06/01/14 00:00:00,07:00-07:30,12,194,Sön,06/01/14 00:00:00,2014,V,3,07:00-07:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
193,05/31/14 00:00:00,12:00-12:30,24,193,Lör,05/31/14 00:00:00,2014,V,2,12:00-12:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
186,05/29/14 00:00:00,12:00-16:30,48,186,Tors,05/29/14 00:00:00,2014,V,5,12:00-16:30,Sthlm-2014V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2014 i Stockholm
