SeglingNr,SeglingRegistrerandeKrets,SeglingFNStart,SeglingStartDag,SeglingStartTid,SeglingPeriod,SeglingFNBoatIndivid,SeglingBåtIndivid,SeglingBåtTyp,SeglingFNStartpunkt,SeglingStartnr,SeglingÖvertid,SeglingTotalDist,SeglingAvdrag,SeglingGodkDist,SeglingSxkTal,SeglingPlakatDist,SeglingEfteranmäld,SeglingEjStart,SeglingBrutit,SeglingFiktiv,SeglingÅr,SeglingVH,SeglingLåst,SeglingDeltarFest,SeglingDeltarFestNotering,SeglingBetalt,SeglingBetaltBelopp,SeglingKorrDistans
1961,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,799,"Animé","Dufour 405 GL",580,53,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1962,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,556,"Gerda","Senorita Helmsman",580,54,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1020000000000001e+00,0.0000000000000000e+00,1,0,1,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1963,"Stockholm",158,"05/31/12 00:00:00","12:00-20:00",72,217,"Kyoung-Sook","Vindö 50",555,55,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0660000000000001e+00,0.0000000000000000e+00,1,0,1,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1964,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,736,"Femettan","CB 365",537,56,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2800000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1965,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,497,"Anja","Scampi",555,57,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0970000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1967,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,800,"Titina","Comfortina 32",580,59,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1399999999999999e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1968,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,509,"Busy Bee","Dominant 95",540,60,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1630000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1969,"Stockholm",156,"06/02/12 00:00:00","07:00-07:30",12,180,"Merano","OE 32",555,61,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0560000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1970,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,755,"Lina","Linjett 30 LR",620,62,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0800000000000001e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1972,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,89,"Ellinor","IF",580,64,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0169999999999999e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1973,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",24,603,"Petronella","Scampi",580,65,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0970000000000000e+00,0.0000000000000000e+00,1,0,1,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1974,"Stockholm",156,"06/02/12 00:00:00","07:00-07:30",12,73,"Slowfox","Comfortina 32",579,66,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1399999999999999e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1975,"Stockholm",155,"06/02/12 00:00:00","12:00-12:30",12,467,"Guding","Mamba 31",555,67,-14,5.9500000000000000e+01,0.0000000000000000e+00,5.9500000000000000e+01,1.1000000000000001e+00,5.4100000000000001e+01,1,0,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1976,"Stockholm",157,"06/01/12 00:00:00","12:00-20:00",48,607,"Vindil","Scampi",555,68,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0970000000000000e+00,0.0000000000000000e+00,1,0,1,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1977,"Stockholm",162,"06/09/12 00:00:00","07:00-07:30",12,765,"Wight Colt","Bavaria 36 8866",458,69,-2,5.1899999999999999e+01,0.0000000000000000e+00,5.1899999999999999e+01,1.1799999999999999e+00,4.4000000000000000e+01,1,0,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1978,"Stockholm",162,"06/09/12 00:00:00","07:00-07:30",12,787,"Zingara","Comet 41S",580,70,76,6.8799999999999997e+01,1.4500000000000000e+01,5.4299999999999997e+01,1.3160000000000001e+00,4.1299999999999997e+01,1,0,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1979,"Stockholm",162,"06/09/12 00:00:00","07:00-07:30",12,500,"Vilja","Elan 333",555,71,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2140000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1980,"Stockholm",162,"06/09/12 00:00:00","07:00-07:30",12,753,"Brendan","Allegro 27",537,72,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9500000000000000e-01,0.0000000000000000e+00,1,0,0,0,"2012","V",0,0,,0,0,0.0000000000000000e+00
1981,"Stockholm",162,"06/09/12 00:00:00","07:00-07:30",12,753,"Brendan","Allegro 27",537,73,-64,3.8000000000000000e+01,0.0000000000000000e+00,3.8000000000000000e+01,9.9500000000000000e-01,3.8200000000000003e+01,1,0,0,0,"2012","V",1,0,,0,0,0.0000000000000000e+00
1984,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,46,"Libra II","Comfortina 32",555,3,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1399999999999999e+00,0.0000000000000000e+00,1,1,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1985,"Stockholm",164,"09/01/12 00:00:00","07:00-07:30",12,138,"Maxemilia","Maxi 77",540,4,-110,2.8000000000000000e+01,0.0000000000000000e+00,2.8000000000000000e+01,1.0449999999999999e+00,2.6800000000000001e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1986,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,806,"Lisa","HR 342",580,5,-44,1.0209999999999999e+02,0.0000000000000000e+00,1.0209999999999999e+02,1.2000000000000000e+00,8.5099999999999994e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1987,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,520,"Trotsig","Hanse 315",555,6,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1499999999999999e+00,0.0000000000000000e+00,1,1,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1988,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,38,"Sarakina II","Shipman 28",540,7,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0520000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1989,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,805,"Gullkrona","Hanse 370e",555,8,10,1.2940000000000001e+02,1.8000000000000000e+00,1.2759999999999999e+02,1.2640000000000000e+00,1.0090000000000001e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1990,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,271,"Maritim","Sveakryssare",588,9,-37,1.1059999999999999e+02,0.0000000000000000e+00,1.1059999999999999e+02,1.1639999999999999e+00,9.5000000000000000e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1991,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,808,"Nangijala","Jeanneau Sun Odyssey 45.2",579,10,-53,1.1840000000000001e+02,0.0000000000000000e+00,1.1840000000000001e+02,1.2700000000000000e+00,9.3200000000000003e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1992,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,724,"White Lady","Bavaria C38",579,11,-51,9.4000000000000000e+01,0.0000000000000000e+00,9.4000000000000000e+01,1.2000000000000000e+00,7.8299999999999997e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1993,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,634,"Kronkvist IV","Comfort 30",569,12,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0940000000000001e+00,0.0000000000000000e+00,1,1,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1994,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,802,"CaMeVa Bien","First 40.7",555,13,-45,1.5319999999999999e+02,0.0000000000000000e+00,1.5319999999999999e+02,1.3390000000000000e+00,1.1440000000000001e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1995,"Stockholm",164,"09/01/12 00:00:00","07:00-07:30",12,810,"Svala","Sw Yachts 370",580,14,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2300000000000000e+00,0.0000000000000000e+00,1,0,1,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1996,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,723,"Seahorse","Bavaria 31 (2009)",537,15,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1000000000000001e+00,0.0000000000000000e+00,1,0,1,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1997,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,55,"Spindrifter","Lord Helmsman",555,16,-26,1.1909999999999999e+02,0.0000000000000000e+00,1.1909999999999999e+02,1.0589999999999999e+00,1.1250000000000000e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1998,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,803,"Égy","Accent",555,17,-179,5.8100000000000001e+01,0.0000000000000000e+00,5.8100000000000001e+01,1.0400000000000000e+00,5.5899999999999999e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1999,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,198,"Far Out","Conqubin 38 CR",580,18,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2000,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,767,"Panta Rei","Rival 22",585,19,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1450000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2001,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,58,"Johanna II","HR 29",555,20,14,9.0599999999999994e+01,1.8000000000000000e+00,8.8799999999999997e+01,1.0489999999999999e+00,8.4700000000000003e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2002,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,755,"Fia","Linjett 30 LR",540,21,-30,7.6599999999999994e+01,0.0000000000000000e+00,7.6599999999999994e+01,1.0810000000000000e+00,7.0900000000000006e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2003,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,760,"Strega","Maxi 68",585,22,-144,4.5000000000000000e+01,0.0000000000000000e+00,4.5000000000000000e+01,9.9399999999999999e-01,4.5299999999999997e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2004,"Stockholm",166,"08/31/12 00:00:00","12:00-20:00",48,607,"Vindil","Scampi",555,23,-87,1.8240000000000001e+02,0.0000000000000000e+00,1.8240000000000001e+02,1.0970000000000000e+00,1.6630000000000001e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2005,"Stockholm",166,"08/31/12 00:00:00","12:00-20:00",48,217,"Kyoung-Sook","Vindö 50",555,24,-195,1.5350000000000000e+02,0.0000000000000000e+00,1.5350000000000000e+02,1.0660000000000001e+00,1.4400000000000000e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2007,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,136,"Bon-Bon","Mixer CR",555,26,-13,1.2909999999999999e+02,0.0000000000000000e+00,1.2909999999999999e+02,1.1739999999999999e+00,1.1000000000000000e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2008,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,777,"Galder","Swede 38",555,27,-20,1.4019999999999999e+02,0.0000000000000000e+00,1.4019999999999999e+02,1.2110000000000001e+00,1.1580000000000000e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2009,"Stockholm",164,"09/01/12 00:00:00","07:00-07:30",12,631,"Maruna II","First 260",555,28,-90,3.2600000000000001e+01,0.0000000000000000e+00,3.2600000000000001e+01,1.0500000000000000e+00,3.1000000000000000e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2010,"Stockholm",164,"09/01/12 00:00:00","07:00-07:30",12,787,"Zingara","Comet 41S",580,29,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3160000000000001e+00,0.0000000000000000e+00,1,1,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2011,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,637,"Malin","Malö 40H",555,30,125,9.6299999999999997e+01,1.6699999999999999e+01,7.9599999999999994e+01,1.0400000000000000e+00,7.6500000000000000e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2012,"Stockholm",164,"09/01/12 00:00:00","07:00-07:30",12,703,"Snövit","Shipman 28",555,31,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0520000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2013,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,728,"Smeralda","Scanner 392",580,32,-17,1.1209999999999999e+02,0.0000000000000000e+00,1.1209999999999999e+02,1.2800000000000000e+00,8.7599999999999994e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2014,"Stockholm",166,"08/31/12 00:00:00","12:00-20:00",48,195,"Reefer","Ballad",580,33,-22,2.1690000000000001e+02,0.0000000000000000e+00,2.1690000000000001e+02,1.0870000000000000e+00,1.9950000000000000e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2015,"Stockholm",164,"09/01/12 00:00:00","07:00-07:30",12,736,"Femettan","CB 365",537,34,-22,4.4899999999999999e+01,0.0000000000000000e+00,4.4899999999999999e+01,1.2749999999999999e+00,3.5200000000000003e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2016,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,809,"Storslam","Forgus 31",540,35,-18,1.1320000000000000e+02,0.0000000000000000e+00,1.1320000000000000e+02,1.0920000000000001e+00,1.0370000000000000e+02,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2017,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,749,"Hattifnatt","Avance 33",579,36,-84,8.2700000000000003e+01,0.0000000000000000e+00,8.2700000000000003e+01,1.1319999999999999e+00,7.3099999999999994e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
1983,"Stockholm",165,"09/01/12 00:00:00","12:00-12:30",24,801,"By and By","C & C 39 Mk1",533,2,-4,9.2400000000000006e+01,0.0000000000000000e+00,9.2400000000000006e+01,1.2400000000000000e+00,7.4500000000000000e+01,1,0,0,0,"2012","H",1,0,,0,0,0.0000000000000000e+00
2031,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,793,"Deanja II","Bavaria 40 CR",555,1,118,1.0390000000000001e+02,1.7000000000000000e+01,8.6900000000000006e+01,1.2200000000000000e+00,7.1200000000000003e+01,0,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2032,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,103,"Caramell","Mamba 36",580,2,80,8.6500000000000000e+01,9.5999999999999996e+00,7.6900000000000006e+01,1.1990000000000001e+00,6.4099999999999994e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2033,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,815,"Kompis","Compis",585,3,3,2.2600000000000001e+01,1.0000000000000001e-01,2.2500000000000000e+01,1.0569999999999999e+00,2.1300000000000001e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2034,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,814,"Pluto","Skippi 650 CR -2006",579,4,171,7.1299999999999997e+01,1.6899999999999999e+01,5.4399999999999999e+01,1.0649999999999999e+00,5.1100000000000001e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2035,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,812,"Modesty","HR 39",579,5,-36,5.5799999999999997e+01,0.0000000000000000e+00,5.5799999999999997e+01,1.3000000000000000e+00,4.2899999999999999e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2036,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,791,"Fiona","Hanse 325",579,6,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1499999999999999e+00,0.0000000000000000e+00,1,0,1,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2037,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,813,"Bisbald","Bavaria 36 CR 01-05",555,7,-67,1.0509999999999999e+02,0.0000000000000000e+00,1.0509999999999999e+02,1.1850000000000001e+00,8.8700000000000003e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2039,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,520,"Trotsig","Hanse 315",555,9,-60,7.9400000000000006e+01,0.0000000000000000e+00,7.9400000000000006e+01,1.1499999999999999e+00,6.9000000000000000e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2040,"Stockholm",173,"05/30/13 00:00:00","12:00-20:00",72,8,"Kajsa","Skärgårdskryssare 75",537,10,-142,2.3150000000000000e+02,0.0000000000000000e+00,2.3150000000000000e+02,1.2600000000000000e+00,1.8369999999999999e+02,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2041,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,806,"Lisa","HR 342",580,11,-39,6.8200000000000003e+01,0.0000000000000000e+00,6.8200000000000003e+01,1.2000000000000000e+00,5.6799999999999997e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2042,"Stockholm",170,"06/01/13 00:00:00","07:00-07:30",12,767,"Panta Rei","Rival 22",585,12,-107,3.5899999999999999e+01,0.0000000000000000e+00,3.5899999999999999e+01,1.1370000000000000e+00,3.1600000000000001e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2043,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,58,"Johanna II","HR 29",555,13,72,7.4500000000000000e+01,7.5000000000000000e+00,6.7099999999999994e+01,1.0469999999999999e+00,6.4000000000000000e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2044,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,95,"Lady Hultman","Sunwind 26",588,14,152,8.5200000000000003e+01,1.8000000000000000e+01,6.7200000000000003e+01,1.0160000000000000e+00,6.6099999999999994e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2045,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,634,"Kronkvist IV","Comfort 30",569,15,-135,6.9900000000000006e+01,0.0000000000000000e+00,6.9900000000000006e+01,1.0930000000000000e+00,6.4000000000000000e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2046,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,55,"Spindrifter","Lord Helmsman",555,16,-96,7.1000000000000000e+01,0.0000000000000000e+00,7.1000000000000000e+01,1.0589999999999999e+00,6.7000000000000000e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2047,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,580,"Hafsorkestern","Bavaria 30 Cr",537,17,77,8.2299999999999997e+01,8.8000000000000007e+00,7.3500000000000000e+01,1.0880000000000001e+00,6.7599999999999994e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2048,"Stockholm",172,"05/31/13 00:00:00","12:00-20:00",48,108,"Vindälva","Sveakryssare",540,18,-49,2.1750000000000000e+02,0.0000000000000000e+00,2.1750000000000000e+02,1.1699999999999999e+00,1.8590000000000001e+02,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2049,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,816,"Luna","Semona",555,19,-78,6.3500000000000000e+01,0.0000000000000000e+00,6.3500000000000000e+01,1.0169999999999999e+00,6.2399999999999999e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2050,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,693,"Klöver","Omega 30",555,20,0,1.0730000000000000e+02,0.0000000000000000e+00,1.0730000000000000e+02,1.1419999999999999e+00,9.4000000000000000e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2051,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,136,"Bon-Bon","Mixer CR",555,21,-37,8.1700000000000003e+01,0.0000000000000000e+00,8.1700000000000003e+01,1.1719999999999999e+00,6.9700000000000003e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2052,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,817,"Wanja-Maja","Vega Outboard",580,22,151,6.2500000000000000e+01,1.3100000000000000e+01,4.9399999999999999e+01,1.0200000000000000e+00,4.8399999999999999e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2064,"Stockholm",170,"06/01/13 00:00:00","07:00-07:30",12,180,"Merano","OE 32",555,34,-60,3.9799999999999997e+01,0.0000000000000000e+00,3.9799999999999997e+01,1.0560000000000000e+00,3.7700000000000003e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2065,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,46,"Libra II","Comfortina 32",555,35,-94,6.8599999999999994e+01,0.0000000000000000e+00,6.8599999999999994e+01,1.1379999999999999e+00,6.0299999999999997e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2066,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,765,"Wight Colt","Bavaria 36 8866",458,36,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1799999999999999e+00,0.0000000000000000e+00,1,0,0,0,"2013","V",0,0,,0,0,0.0000000000000000e+00
2067,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,736,"Femettan","CB 365",537,37,-16,1.1100000000000000e+02,0.0000000000000000e+00,1.1100000000000000e+02,1.2849999999999999e+00,8.6400000000000006e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2068,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,724,"White Lady","Bavaria C38",580,38,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,0.0000000000000000e+00,1,0,1,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2069,"Stockholm",172,"05/31/13 00:00:00","12:00-20:00",48,637,"Malin","Malö 40H",555,39,-26,1.7250000000000000e+02,0.0000000000000000e+00,1.7250000000000000e+02,1.0480000000000000e+00,1.6459999999999999e+02,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2071,"Stockholm",170,"06/01/13 00:00:00","07:00-07:30",12,822,"Afrodite","Finesse 26 proto",555,41,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1000000000000001e+00,0.0000000000000000e+00,1,1,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2072,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,452,"Adrienne","Arcona 355",555,42,113,1.0080000000000000e+02,1.5800000000000001e+01,8.5000000000000000e+01,1.2100000000000000e+00,7.0200000000000003e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2073,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,497,"Anja","Scampi",555,43,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0970000000000000e+00,0.0000000000000000e+00,1,1,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2074,"Stockholm",171,"06/01/13 00:00:00","12:00-12:30",24,821,"Salt","Arcona 32",580,44,54,7.7799999999999997e+01,5.7999999999999998e+00,7.2000000000000000e+01,1.1419999999999999e+00,6.3000000000000000e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2075,"Stockholm",172,"05/31/13 00:00:00","12:00-20:00",48,765,"Wight Colt","Bavaria 36 CR 01-05",458,45,26,2.3150000000000000e+02,4.2000000000000002e+00,2.2730000000000001e+02,1.1850000000000001e+00,1.9180000000000001e+02,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2076,"Stockholm",170,"06/01/13 00:00:00","07:00-07:30",12,138,"Maxemilia","Maxi 77",537,46,-10,3.9799999999999997e+01,0.0000000000000000e+00,3.9799999999999997e+01,1.0449999999999999e+00,3.8100000000000001e+01,1,0,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2077,"Stockholm",170,"06/01/13 00:00:00","12:00-12:30",24,823,"Klöver Dam","OE 36",540,47,48,6.9799999999999997e+01,4.7000000000000002e+00,6.5099999999999994e+01,1.1250000000000000e+00,0.0000000000000000e+00,1,0,0,0,"2013","V",1,0,,0,0,-5.7899999999999999e+01
2078,"Stockholm",170,"06/01/13 00:00:00","07:00-07:30",12,467,"Guding","Mamba 31",555,48,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1000000000000001e+00,0.0000000000000000e+00,1,1,0,0,"2013","V",1,0,,0,0,0.0000000000000000e+00
2079,"Stockholm",178,"08/29/13 00:00:00","12:00-16:00",48,607,"Vindil","Scampi",555,1,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0970000000000000e+00,0.0000000000000000e+00,0,0,1,0,"2013","H",1,0,,0,0,0.0000000000000000e+00
